"samplesize","lower_bound","upper_bound"
1,"0","6.12"
2,"0","1.87152777777778"
3,"0","0.71571906354515"
4,"0","0.569444444444444"
5,"0","0.389324960753532"
6,"0","0.280649926144756"
7,"0","0.250398724082935"
8,"0","0.287769784172662"
9,"0","0.285714285714286"
10,"0","0.194444444444444"
11,"0","0.219387755102041"
12,"0","0.15220700152207"
13,"0","0.162629757785467"
14,"0","0.169943820224719"
15,"0","0.140381282495667"
16,"0","0.114754098360656"
17,"0","0.117552334943639"
18,"0","0.106012658227848"
19,"0","0.0960629921259843"
20,"0","0.102348993288591"
21,"0","0.112068965517241"
22,"0","0.0849056603773585"
23,"0","0.0756457564575646"
24,"0","0.0779436152570481"
25,"0","0.0907335907335907"
26,"0","0.0801232665639445"
27,"0","0.0830860534124629"
28,"0","0.0892857142857143"
29,"0","0.0699523052464229"
30,"0","0.0598591549295775"
31,"0","0.0670926517571885"
32,"0","0.0641891891891892"
33,"0","0.0796019900497512"
34,"0","0.0638977635782748"
35,"0","0.0797227036395147"
36,"0","0.0656565656565657"
37,"0","0.0699186991869919"
38,"0","0.0511551155115512"
39,"0","0.0738255033557047"
40,"0","0.0586370839936609"
41,"0","0.0550918196994992"
42,"0","0.0521008403361345"
43,"0","0.0472312703583062"
44,"0","0.0705128205128205"
45,"0","0.0517529215358932"
46,"0","0.0537261698440208"
47,"0","0.0405186385737439"
48,"0","0.0429936305732484"
49,"0","0.0408858603066439"
50,"0","0.0421792618629174"
51,"0","0.0419463087248322"
52,"0","0.0461254612546125"
53,"0","0.0372250423011844"
54,"0","0.0644628099173554"
55,"0","0.0396039603960396"
56,"0","0.0332778702163062"
57,"0","0.0493630573248408"
58,"0","0.039451114922813"
59,"0","0.0407079646017699"
60,"0","0.0339506172839506"
61,"0","0.0354131534569983"
62,"0","0.0338709677419355"
63,"0","0.0396551724137931"
64,"0","0.0344827586206897"
65,"0","0.0296052631578947"
66,"0","0.0319327731092437"
67,"0","0.0311958405545927"
68,"0","0.0328947368421053"
69,"0","0.031413612565445"
70,"0","0.0311418685121107"
71,"0","0.0300884955752212"
72,"0","0.0338409475465313"
73,"0","0.0349040139616056"
74,"0","0.0262237762237762"
75,"0","0.0319327731092437"
76,"0","0.0247933884297521"
77,"0","0.032312925170068"
78,"0","0.033112582781457"
79,"0","0.0303514376996805"
80,"0","0.0287162162162162"
81,"0","0.0344234079173838"
82,"0","0.0258899676375405"
83,"0","0.0259965337954939"
84,"0","0.0314569536423841"
85,"0","0.0252100840336134"
86,"0","0.0258064516129032"
87,"0","0.0241379310344828"
88,"0","0.0249609984399376"
89,"0","0.0223752151462995"
90,"0","0.0242214532871972"
91,"0","0.0264084507042254"
92,"0","0.0232172470978441"
93,"0","0.0217391304347826"
94,"0","0.0235690235690236"
95,"0","0.0327332242225859"
96,"0","0.0218120805369128"
97,"0","0.0227642276422764"
98,"0","0.0228758169934641"
99,"0","0.0244299674267101"
100,"0","0.0237691001697793"
101,"0","0.0201342281879195"
102,"0","0.023489932885906"
103,"0","0.0231481481481481"
104,"0","0.0246710526315789"
105,"0","0.0228384991843393"
106,"0","0.0178282009724473"
107,"0","0.026890756302521"
108,"0","0.0205479452054795"
109,"0","0.0238500851788756"
110,"0","0.0221465076660988"
111,"0","0.0199335548172757"
112,"0","0.0180032733224223"
113,"0","0.0236087689713322"
114,"0","0.0182421227197347"
115,"0","0.0202360876897133"
116,"0","0.0181818181818182"
117,"0","0.0191693290734824"
118,"0","0.0205128205128205"
119,"0","0.0218855218855219"
120,"0","0.0171875"
121,"0","0.0168350168350168"
122,"0","0.0165016501650165"
123,"0","0.0164744645799012"
124,"0","0.0200333889816361"
125,"0","0.0148760330578512"
126,"0","0.0172117039586919"
127,"0","0.0179738562091503"
128,"0","0.015817223198594"
129,"0","0.0162337662337662"
130,"0","0.0188356164383562"
131,"0","0.0171526586620926"
132,"0","0.0135823429541596"
133,"0","0.0138888888888889"
134,"0","0.0169204737732657"
135,"0","0.015177065767285"
136,"0","0.0236087689713322"
137,"0","0.0139130434782609"
138,"0","0.0164744645799012"
139,"0","0.015"
140,"0","0.0169779286926995"
141,"0","0.0201005025125628"
142,"0","0.0147783251231527"
143,"0","0.0148760330578512"
144,"0","0.0145867098865478"
145,"0","0.0181518151815182"
146,"0","0.0154373927958834"
147,"0","0.0140350877192982"
148,"0","0.0156494522691706"
149,"0","0.0165837479270315"
150,"0","0.0143540669856459"
